episode,reward,epsilon,episode_time,env_step_time,action_selection_time,learning_time,buffer_ops_time
29,-820.7500000000001,0.40709053153690444,3.504204034805298,1.1507840156555176,1.9892032146453857,0.36321282386779785,0.0003299713134765625
30,-1655.4300000000007,0.39507604848509953,3.4463448524475098,0.9228475093841553,2.2255756855010986,0.29708409309387207,0.0002503395080566406
31,-472.3600000000001,0.3834161494676055,2.309795379638672,0.5161895751953125,1.6048219203948975,0.1881098747253418,0.00016260147094726562
32,-1301.009999999999,0.3721003696282278,4.822073936462402,1.4227211475372314,2.9702000617980957,0.4280245304107666,0.0003962516784667969
33,-861.7600000000003,0.36111855296059203,2.7684550285339355,0.7170405387878418,1.8107643127441406,0.23986315727233887,0.00021505355834960938
34,-1113.79,0.3504608431930436,1.895772933959961,0.621950626373291,1.0563950538635254,0.21674799919128418,0.0001823902130126953
35,-1244.19,0.3401176749425623,3.5316994190216064,0.9477038383483887,2.2632334232330322,0.3197038173675537,0.0002894401550292969
36,-1116.1399999999996,0.33007976512975135,2.761045455932617,0.8557074069976807,1.6541428565979004,0.2504270076751709,0.00021839141845703125
37,-921.2299999999998,0.3203381046471969,2.237273931503296,0.6074786186218262,1.428506851196289,0.20057892799377441,0.00020647048950195312
38,-1812.8999999999994,0.31088395027371907,4.128455638885498,1.333329200744629,2.3883681297302246,0.4057173728942871,0.0003485679626464844
39,-1278.1899999999994,0.30170881682725825,3.9434287548065186,1.3184795379638672,2.2171237468719482,0.4067115783691406,0.0003693103790283203
40,-790.7199999999998,0.2928044695493541,2.847813129425049,1.0232629776000977,1.5375430583953857,0.28614306449890137,0.0002512931823730469
41,-2353.019999999999,0.284162916714381,2.396543264389038,0.8296618461608887,1.300157070159912,0.26577043533325195,0.00023293495178222656
42,-315.3500000000002,0.2757764024569083,1.89467453956604,0.6222927570343018,1.0723319053649902,0.19938373565673828,0.00017261505126953125
43,-1493.9299999999996,0.2676373998107466,2.9826278686523438,1.1332604885101318,1.5541253089904785,0.29435276985168457,0.0002720355987548828
44,-1045.0,0.25973860395343285,2.044999599456787,0.7511160373687744,1.0423481464385986,0.25075507164001465,0.00022602081298828125
45,-125.14000000000001,0.2520729256500919,0.7210826873779297,0.2178192138671875,0.43355298042297363,0.06927728652954102,5.793571472167969e-05
46,-182.12,0.244633484890789,0.12274861335754395,0.0819084644317627,0.014200448989868164,0.026288986206054688,2.193450927734375e-05
47,-1743.5,0.2374136047156641,3.9333906173706055,1.5270891189575195,2.0373036861419678,0.3680431842803955,0.00030922889709472656
48,-856.3700000000001,0.23040680522230456,1.8558049201965332,0.7319068908691406,0.9389505386352539,0.18429923057556152,0.0001590251922607422
49,-1055.4199999999994,0.2236067977499791,2.5032947063446045,1.0385446548461914,1.2158317565917969,0.24814295768737793,0.000217437744140625
50,-749.9300000000001,0.2170074792355126,1.7296981811523438,0.6235849857330322,0.8978738784790039,0.20751571655273438,0.00018715858459472656
51,-648.9899999999998,0.21060292673573625,1.8433194160461426,0.6387202739715576,0.9983279705047607,0.20543479919433594,0.00018310546875
52,-1062.4299999999998,0.20438739211159668,1.7048757076263428,0.6566705703735352,0.820885419845581,0.2265927791595459,0.00019288063049316406
53,-464.38000000000017,0.1983552968691536,1.5161733627319336,0.5679636001586914,0.7524487972259521,0.1951124668121338,0.0001621246337890625
54,-1385.7299999999993,0.19250122715283513,2.07804799079895,0.8361940383911133,0.9844000339508057,0.25667905807495117,0.00022029876708984375
55,-2392.0599999999995,0.18681992888645743,3.375736951828003,1.2327179908752441,1.7416744232177734,0.40030789375305176,0.0003399848937988281
56,-1032.6799999999998,0.18130630305764775,1.8185102939605713,0.6886682510375977,0.9010980129241943,0.22800016403198242,0.00020503997802734375
57,-2081.829999999999,0.17595540114143837,3.8641855716705322,1.3636715412139893,2.095337152481079,0.4040791988372803,0.00034332275390625
58,-655.96,0.1707624206589245,0.8346107006072998,0.3708827495574951,0.3437316417694092,0.11946964263916016,9.846687316894531e-05
59,-1094.4499999999991,0.16572270086699945,2.3871891498565674,1.0096931457519531,1.0686662197113037,0.3078272342681885,0.0002589225769042969
60,-731.02,0.16083171857529904,0.8838794231414795,0.3724808692932129,0.405010461807251,0.10588312149047852,9.1552734375e-05
61,-3167.4999999999995,0.15608508408660077,3.217466115951538,1.3989527225494385,1.3957245349884033,0.4217648506164551,0.0003445148468017578
62,-3436.670000000001,0.15147853725703392,2.191214084625244,0.977912187576294,0.9583127498626709,0.25420546531677246,0.00023674964904785156
63,-579.47,0.14700794367256523,1.3746211528778076,0.5711288452148438,0.6026549339294434,0.20015454292297363,0.00016021728515625
64,-765.0800000000002,0.1426692909383279,1.4266383647918701,0.6522431373596191,0.5646185874938965,0.20906472206115723,0.0001819133758544922
65,-1614.22,0.1384586850774638,2.329941511154175,1.13399338722229,0.8937957286834717,0.3012669086456299,0.0002675056457519531
66,-460.7499999999999,0.1343723470362471,1.231663703918457,0.5551526546478271,0.49740076065063477,0.1784510612487793,0.00014972686767578125
67,-556.8599999999999,0.13040660929235195,1.0523781776428223,0.4372422695159912,0.4704775810241699,0.14396262168884277,0.0001246929168701172
68,-1088.13,0.1265579125632209,1.3565154075622559,0.739384651184082,0.39056396484375,0.22582721710205078,0.0001933574676513672
69,-307.59999999999997,0.12282280261157914,0.6571240425109863,0.30564236640930176,0.2586479187011719,0.09236741065979004,7.653236389160156e-05
70,-1725.7100000000005,0.11919792714522794,1.9192414283752441,0.8733804225921631,0.773021936416626,0.27204322814941406,0.0002384185791015625
71,-1153.6400000000003,0.1156800328083345,1.44873046875,0.6967289447784424,0.5233674049377441,0.22788572311401367,0.0001983642578125
72,-598.3900000000001,0.11226596226151811,0.8182642459869385,0.37389516830444336,0.3239753246307373,0.11987709999084473,9.72747802734375e-05
73,-2538.1099999999997,0.10895265134811186,1.8529317378997803,1.0047147274017334,0.5459141731262207,0.30140137672424316,0.00025582313537597656
74,-2550.1199999999994,0.1057371263440565,1.6402215957641602,0.8339314460754395,0.563629150390625,0.24188923835754395,0.00020885467529296875
75,-92.19,0.10261650128895852,0.3444843292236328,0.1966261863708496,0.08385276794433594,0.06359100341796875,5.507469177246094e-05
76,-2879.010000000001,0.09958797539591661,1.882361888885498,0.9464740753173828,0.651958703994751,0.2829465866088867,0.00023031234741210938
77,-240.77999999999992,0.09664883053779226,0.7985918521881104,0.2695152759552002,0.44123101234436035,0.08737826347351074,7.534027099609375e-05
78,-261.4399999999999,0.093796428807668,0.8078000545501709,0.47141170501708984,0.18815398216247559,0.14762616157531738,0.00012612342834472656
79,-1314.3799999999999,0.0910282101513041,2.0319459438323975,1.073042392730713,0.6375784873962402,0.3203721046447754,0.0002682209014892578
80,-1977.7599999999998,0.08834169006946861,2.6179864406585693,1.2024705410003662,1.036365032196045,0.3781242370605469,0.0003345012664794922
81,-2681.680000000001,0.08573445738807864,2.262722969055176,1.186713695526123,0.7344555854797363,0.3406095504760742,0.0002837181091308594
82,-1368.15,0.08320417209415162,1.706874132156372,0.9496419429779053,0.5098011493682861,0.24665379524230957,0.00022745132446289062
83,-1887.2700000000002,0.08074856323562424,1.5822181701660156,0.9180450439453125,0.42166805267333984,0.24172091484069824,0.00020122528076171875
84,-2348.1100000000006,0.07836542688315407,1.459780216217041,0.730658769607544,0.5006377696990967,0.22762846946716309,0.00018525123596191406
85,-184.45999999999998,0.07605262415207469,0.5858123302459717,0.32979679107666016,0.14548492431640625,0.11002993583679199,8.845329284667969e-05
86,-148.73999999999998,0.07380807928272894,0.42911696434020996,0.19339466094970703,0.17429041862487793,0.06103229522705078,5.0067901611328125e-05
87,-2157.2699999999995,0.07162977777745742,1.338193655014038,0.7336456775665283,0.371856689453125,0.23195457458496094,0.00021648406982421875
88,-513.3599999999996,0.06951576459257007,1.8296613693237305,0.9109687805175781,0.6219596862792969,0.2958946228027344,0.0002415180206298828
89,-567.2599999999999,0.06746414238367823,1.7658109664916992,0.8931081295013428,0.5746297836303711,0.297222375869751,0.00024390220642089844
90,-239.69000000000003,0.06547306980281233,0.3623621463775635,0.2342052459716797,0.04775500297546387,0.07994747161865234,6.079673767089844e-05
91,-944.0000000000001,0.06354075984579674,0.890873908996582,0.4371519088745117,0.30783748626708984,0.145310640335083,0.00012612342834472656
92,-2008.4600000000003,0.06166547824839873,1.2000322341918945,0.7013556957244873,0.279102087020874,0.21887445449829102,0.0001800060272216797
93,-199.42999999999995,0.059845541929811896,0.6683051586151123,0.34763050079345703,0.20197772979736328,0.11815714836120605,9.465217590332031e-05
94,-922.6700000000001,0.05807931748207717,1.6728217601776123,0.861290454864502,0.5841612815856934,0.22666263580322266,0.0001766681671142578
95,-5702.9900000000025,0.0563652197040856,2.3661158084869385,1.2651057243347168,0.7607784271240234,0.33916640281677246,0.00028204917907714844
96,-330.0400000000001,0.05470171017884722,1.1460504531860352,0.6617081165313721,0.2687535285949707,0.21489739418029785,0.00017714500427246094
97,-2000.169999999999,0.053087295892748985,1.2716248035430908,0.7292139530181885,0.32274532318115234,0.2189483642578125,0.00018453598022460938
98,-1091.03,0.051520527895562676,1.107095718383789,0.5950441360473633,0.3228938579559326,0.1885237693786621,0.0001544952392578125
99,-3384.2400000000007,0.05000000000000005,1.3488273620605469,0.8026773929595947,0.32909059524536133,0.21635651588439941,0.00018024444580078125
